accommodation_name,accommodation_address,accommodation_rating,City
Homelike in Glen Waverley,"569 Waverley Rd, Glen Waverley VIC 3150, Australia",3.4,GLEN WAVERLEY
Ringwood Motel,"442 Maroondah Hwy, Croydon VIC 3136, Australia",2.9,GLEN WAVERLEY
Moonee Valley Views Apartments,"81-85 Wilson St, Moonee Ponds VIC 3039, Australia",3.9,MOONEE PONDS
Alexander Motor Inn & Apartments,"980 Mt Alexander Rd, Essendon VIC 3040, Australia",3.4,MOONEE PONDS
Quest Moonee Valley,"1 McPherson St, Moonee Ponds VIC 3039, Australia",4.4,MOONEE PONDS
The Sebel Melbourne Moonee Ponds,"41 Homer St, Moonee Ponds VIC 3039, Australia",4.5,MOONEE PONDS
Footscray Motor Inn,"90 Droop St, Footscray VIC 3011, Australia",3.7,MOONEE PONDS
Punthill Apartment Hotels Essendon,"1142 Mt Alexander Rd, Essendon VIC 3040, Australia",4.1,MOONEE PONDS
Essendon Motel,"93 Bulla Rd, Melbourne VIC 3041, Australia",2.8,MOONEE PONDS
Brunswick Tower Hotel,"188 Moreland Rd, Brunswick VIC 3056, Australia",3.6,MOONEE PONDS
Arden Motel,"15 Arden St, North Melbourne VIC 3051, Australia",3.7,MOONEE PONDS
Parkville Motel,"759 Park St, Brunswick VIC 3056, Australia",3.7,MOONEE PONDS
Melrose Apartments,"171 Melrose St, North Melbourne VIC 3051, Australia",4.4,MOONEE PONDS
Melbourne's Princes Park Motor Inn,"2a Sydney Rd, Brunswick VIC 3056, Australia",4.2,MOONEE PONDS
The Best Western Plus Travel Inn Hotel,"225 Drummond St, Carlton VIC 3053, Australia",4.1,MOONEE PONDS
The Nunnery Accommodation,"116 Nicholson St, Fitzroy VIC 3065, Australia",4.1,MOONEE PONDS
Artel Apartments Hotel Brunswick,"756 Sydney Rd, Brunswick VIC 3056, Australia",4.4,MOONEE PONDS
Mercure North Melbourne,"Cnr Flemington Road &, Harker St, North Melbourne VIC 3051, Australia",3.7,MOONEE PONDS
Jasper Hotel,"489 Elizabeth St, Melbourne VIC 3000, Australia",4.1,MOONEE PONDS
Parkville Place Serviced Apartments,"124 Brunswick Rd, Brunswick VIC 3056, Australia",3.1,MOONEE PONDS
Summer Inn Holiday Apartments,"74 Keilor Rd, Essendon North VIC 3041, Australia",4.0,MOONEE PONDS
Quest Maribyrnong,"2A Wests Rd, Maribyrnong VIC 3032, Australia",4.6,MOONEE PONDS
Bacchus Marsh Avenue Motel,"272 Main St, Bacchus Marsh VIC 3340, Australia",3.5,BALLAN
"Ballan Accommodation ""Horse & Goat"" Self Contained Private Unit","1 Hogan Rd, Ballan VIC 3342, Australia",5.0,BALLAN
Phoenix Park,"5623 Geelong-Ballan Rd, Ballan VIC 3342, Australia",4.3,BALLAN
Vivienne's Retreat,"129 Calway Ln, Gordon VIC 3345, Australia",5.0,BALLAN
Garden Beds Glamping,"189 Simmons Reef Rd, Blackwood VIC 3458, Australia",5.0,BALLAN
Coventry Cottage,"48 Golden Point Rd, Blackwood VIC 3458, Australia",4.7,BALLAN
Country Gate Cottages,"95 Simpsons Rd, Springbank VIC 3352, Australia",4.8,BALLAN
Bell Motel,"2 Patterson St, Preston VIC 3072, Australia",4.1,COBURG
Brunswick Tower Hotel,"188 Moreland Rd, Brunswick VIC 3056, Australia",3.6,COBURG
St Georges Motor Inn,"334 St Georges Rd, Thornbury VIC 3071, Australia",4.0,COBURG
Coburg Motor Inn,"726 Sydney Rd, Coburg North VIC 3058, Australia",2.6,COBURG
Artel Apartments Hotel Brunswick,"756 Sydney Rd, Brunswick VIC 3056, Australia",4.4,COBURG
Melrose Apartments,"171 Melrose St, North Melbourne VIC 3051, Australia",4.4,COBURG
StayINN Motel,"844 Sydney Rd, Coburg North VIC 3058, Australia",2.7,COBURG
The Nunnery Accommodation,"116 Nicholson St, Fitzroy VIC 3065, Australia",4.1,COBURG
Meadow Inn Hotel-Motel,"1435 Sydney Rd, Fawkner VIC 3061, Australia",3.6,COBURG
Essendon Motel,"93 Bulla Rd, Melbourne VIC 3041, Australia",2.8,COBURG
Best Western Fawkner Suites & Serviced Apartments,"1164 Sydney Rd, Fawkner VIC 3060, Australia",4.5,COBURG
Adara Brunswick,"343 Sydney Rd, Brunswick VIC 3056, Australia",4.5,COBURG
Hume Villa Motor Inn,"1324 Sydney Rd, Fawkner VIC 3060, Australia",3.9,COBURG
Brunswick B & B,"255 Stewart St, Melbourne VIC 3057, Australia",0.0,COBURG
The Best Western Plus Travel Inn Hotel,"225 Drummond St, Carlton VIC 3053, Australia",4.1,COBURG
Punthill Apartment Hotels Essendon,"1142 Mt Alexander Rd, Essendon VIC 3040, Australia",4.1,COBURG
Alexander Motor Inn & Apartments,"980 Mt Alexander Rd, Essendon VIC 3040, Australia",3.4,COBURG
The Woodlands Hotel,"84-88 Sydney Rd, Coburg VIC 3058, Australia",4.4,COBURG
Moonee Valley Views Apartments,"81-85 Wilson St, Moonee Ponds VIC 3039, Australia",3.9,COBURG
Mantra Bell City Preston,"215 Bell St, Preston VIC 3072, Australia",3.6,COBURG
"Admiral Motor Inn, Rosebud Motel","799 Point Nepean Rd, Rosebud VIC 3939, Australia",3.9,ROSEBUD
Rosebud Motel,"1869 Point Nepean Rd, Rosebud VIC 3941, Australia",4.2,ROSEBUD
Rye Beach Motel,"1929 Point Nepean Rd, Rye VIC 3941, Australia",3.9,ROSEBUD
Bayview Motel Rosebud-Rye,"1795 Point Nepean Rd, Rosebud VIC 3940, Australia",4.3,ROSEBUD
SeaCove on the Beach,"910 Point Nepean Rd, Rosebud VIC 3939, Australia",5.0,ROSEBUD
Beach Holiday Apartments Motel,"1571 Point Nepean Rd, Capel Sound VIC 3940, Australia",4.7,ROSEBUD
The Bay Motel - Safety Beach,"21 Nepean Hwy, Dromana VIC 3936, Australia",4.5,ROSEBUD
Yaringa Lodge,"65 Seamists Dr, Arthurs Seat VIC 3936, Australia",5.0,ROSEBUD
The Cute Beach House,"16 Murrowong Ave, Rosebud VIC 3939, Australia",3.7,ROSEBUD
Moonlight Bay Apartments,"4 Napier St, Rye VIC 3941, Australia",4.4,ROSEBUD
Capel Sound Escapes - Westend Apartment,"2/1635 Point Nepean Rd, Capel Sound VIC 3940, Australia",5.0,ROSEBUD
Dromana Beach Getaway,"91 Point Nepean Rd, Dromana VIC 3936, Australia",4.6,ROSEBUD
Aquabelle Apartments,"2333 Point Nepean Rd, Rye VIC 3941, Australia",4.6,ROSEBUD
Blue Moon Cottages - 250m from the bay beach,"12 Blakiston Grove, Rye VIC 3941, Australia",4.9,ROSEBUD
Serenity Guest House Dromana,"2/9 McArthur St, Dromana VIC 3936, Australia",4.0,ROSEBUD
Castlemaine Colonial Motel,"252 Barker St, Castlemaine VIC 3450, Australia",4.5,CASTLEMAINE
Castle Motel,"1 Duke St, Castlemaine VIC 3450, Australia",3.9,CASTLEMAINE
Campbell St Lodge,"33 Campbell St, Castlemaine VIC 3450, Australia",4.5,CASTLEMAINE
Northern Arts Hotel,"359 Barker St, Castlemaine VIC 3450, Australia",4.4,CASTLEMAINE
Albion Motel Hotel,"152 Duke St, Castlemaine VIC 3450, Australia",4.3,CASTLEMAINE
Castlemaine Central Cabin & Van Park,"101 Barker St, Castlemaine VIC 3450, Australia",4.2,CASTLEMAINE
The Empyre Boutique Hotel,"68 Mostyn St, Castlemaine VIC 3450, Australia",4.9,CASTLEMAINE
"The Midland Hotel, Castlemaine","2 Templeton St, Castlemaine VIC 3450, Australia",4.7,CASTLEMAINE
Twin Palms-Castlemaine,"55 Duke St, Castlemaine VIC 3450, Australia",5.0,CASTLEMAINE
Big4 Castlemaine Gardens Holiday Park,"1 Doran Ave, Castlemaine VIC 3450, Australia",4.0,CASTLEMAINE
Maldon's Eaglehawk Motel,"35 Reef St, Maldon VIC 3463, Australia",4.5,CASTLEMAINE
be&be,"37 Farnsworth St, Castlemaine VIC 3450, Australia",5.0,CASTLEMAINE
Whispering Gums Motel,"61 Lyons St, Newstead VIC 3462, Australia",4.6,CASTLEMAINE
Fig Cafe & Accommodation,"31 Templeton St, Castlemaine VIC 3450, Australia",4.8,CASTLEMAINE
"Red Hill Hotel,","163 Main Rd, Chewton VIC 3451, Australia",4.6,CASTLEMAINE
Malmsbury Hotel & Motel,"Malmsbury Motel, 85 Mollison St, Malmsbury VIC 3446, Australia",4.2,CASTLEMAINE
Maldon Hotel,"58 Main St, Maldon VIC 3463, Australia",4.2,CASTLEMAINE
Villa Paradiso,"333 Barker St, Castlemaine VIC 3450, Australia",4.0,CASTLEMAINE
The Eaglehawk Hotel - Maldon,"35A Reef St, Maldon VIC 3463, Australia",4.8,CASTLEMAINE
butterworth accommodation,"19 Butterworth St, Castlamaine VIC 3450, Australia",4.3,CASTLEMAINE
Central Motel Port Fairy,"56 Sackville St, Port Fairy VIC 3284, Australia",4.2,PORT FAIRY
Ashmont Motor Inn & Apartments,"47 Bank St, Port Fairy VIC 3284, Australia",4.3,PORT FAIRY
"Seacombe House - Motor Inn, Guest House & Historic Cottages Port Fairy","22 Sackville St, Port Fairy VIC 3284, Australia",4.5,PORT FAIRY
The Carleton Inn,"1280 Princes Hwy, Killarney VIC 3283, Australia",4.0,PORT FAIRY
Gardens Caravan Park Port Fairy,"111 Griffiths St, Port Fairy VIC 3284, Australia",4.3,PORT FAIRY
The Waves - Port Fairy,"58 Ocean Dr, Port Fairy VIC 3284, Australia",4.4,PORT FAIRY
Old Market Inn,"51 William St, Port Fairy VIC 3284, Australia",5.0,PORT FAIRY
Harmony at Tower Hill,"Princes Hwy & Lake View Road, Tower Hill VIC 3283, Australia",4.4,PORT FAIRY
Koroit Tower Hill Caravan Park,"High St, Koroit VIC 3282, Australia",3.7,PORT FAIRY
Dockside Waterfront Indulgence,"6/25 Gipps St, Port Fairy VIC 3284, Australia",4.7,PORT FAIRY
Horizons Beachfront Apartment,"2 Ritchie St, Port Fairy VIC 3284, Australia",5.0,PORT FAIRY
Boathouse Holiday House,"2A Hanley Ct, Port Fairy VIC 3284, Australia",5.0,PORT FAIRY
Sheoaks Beach House,"27 Thistle Pl, Port Fairy VIC 3284, Australia",5.0,PORT FAIRY
Yambuk Lake Caravan Park,"345 Carrolls Rd, Yambuk VIC 3285, Australia",4.6,PORT FAIRY
Amhurst,"25 Thistle Pl, Port Fairy VIC 3284, Australia",5.0,PORT FAIRY
Alexandra Motel & Motor Inn,"76 Downey St, Alexandra VIC 3714, Australia",4.1,ALEXANDRA
Eildon Lake Motel,"2 Girdwood Parade, Eildon VIC 3713, Australia",4.5,ALEXANDRA
Eildon Parkview Motor Inn,"6 Hillside Ave S, Eildon VIC 3713, Australia",4.8,ALEXANDRA
Molesworth Food & Wine Company,"4364 Goulburn Valley Hwy, Molesworth VIC 3718, Australia",5.0,ALEXANDRA
Eildon Pondage Holiday Park,"10 Eildon Rd, Eildon VIC 3713, Australia",4.4,ALEXANDRA
Greensborough Motor Inn,"245 Greensborough Rd, Macleod VIC 3085, Australia",3.7,GREENSBOROUGH
Best Western Mill Park Motel & Conference Centre,"14 The Link, Mill Park VIC 3082, Australia",4.0,GREENSBOROUGH
Eltham Motor Inn,"1450 Main Rd, Eltham VIC 3095, Australia",4.1,GREENSBOROUGH
Bell Motel,"2 Patterson St, Preston VIC 3072, Australia",4.1,GREENSBOROUGH
Best Western Mahoneys Motor Inn,"47A Mahoneys Rd, Reservoir VIC 3073, Australia",3.7,GREENSBOROUGH
Eltham Retreat,"158 Bolton St, Eltham VIC 3095, Australia",2.5,GREENSBOROUGH
Meadow Inn Hotel-Motel,"1435 Sydney Rd, Fawkner VIC 3061, Australia",3.6,GREENSBOROUGH
St Georges Motor Inn,"334 St Georges Rd, Thornbury VIC 3071, Australia",4.0,GREENSBOROUGH
Hume Villa Motor Inn,"1324 Sydney Rd, Fawkner VIC 3060, Australia",3.9,GREENSBOROUGH
Motel Maroondah,"768 Whitehorse Rd, Mont Albert VIC 3127, Australia",2.5,GREENSBOROUGH
Coburg Motor Inn,"726 Sydney Rd, Coburg North VIC 3058, Australia",2.6,GREENSBOROUGH
Best Western Plus The Tudor,"1101 Whitehorse Rd, Box Hill VIC 3128, Australia",3.6,GREENSBOROUGH
Warrandyte Goldfields B & B,"1/3 Whipstick Gully Rd, Warrandyte VIC 3113, Australia",4.9,GREENSBOROUGH
1101 Ivanhoe Apartments,"Unit 1101/443 Upper Heidelberg Rd, Ivanhoe VIC 3079, Australia",5.0,GREENSBOROUGH
Centrepoint Units,"5/81 Lower Heidelberg Rd, Ivanhoe VIC 3079, Australia",0.0,GREENSBOROUGH
Yarra House Guest Rooms,"Yarra House, Fairfield VIC 3078, Australia",0.0,GREENSBOROUGH
Parkville Motel,"759 Park St, Brunswick VIC 3056, Australia",3.7,GREENSBOROUGH
Arden Motel,"15 Arden St, North Melbourne VIC 3051, Australia",3.7,GREENSBOROUGH
Luxury House Rental,"94 Highett St, Richmond VIC 3121, Australia",5.0,GREENSBOROUGH
TWO FIVE ZERO / RICHMOND,"Burnley St, Richmond VIC 3121, Australia",5.0,GREENSBOROUGH
Motel Stawell,"21 Longfield St, Stawell VIC 3380, Australia",4.1,STAWELL
Magdala Motor Lodge & Lakeside Restaurant,"3149 Western Hwy, Stawell VIC 3380, Australia",4.2,STAWELL
Goldfields Motel Stawell,"7-9 Ararat Rd, Stawell VIC 3380, Australia",4.1,STAWELL
Coorrabin Motor Inn,"phone 03 53583933, 7 Longfield St, Stawell VIC 3380, Australia",4.5,STAWELL
Diamond House Heritage Restaurant and Motor Inn,"24 Seaby St, Stawell VIC 3380, Australia",4.0,STAWELL
Hi-Way Eight Motor Inn,"28 Longfield St, Stawell VIC 3380, Australia",4.2,STAWELL
Stawell Holiday Cottages,"10 Errington Rd, Stawell VIC 3380, Australia",4.4,STAWELL
Great Western Hotel,"101 Main St, Great Western VIC 3374, Australia",4.4,STAWELL
Langsford Luxury,"85 Main St, Stawell VIC 3380, Australia",5.0,STAWELL
Black Range Holiday Village Stawell Park,"2 Monaghan Rd, Black Range VIC 3381, Australia",3.5,STAWELL
Stawell's Grampians Gate Caravan Park,"2 Burgh St, Stawell VIC 3380, Australia",4.4,STAWELL
Blaze Rock Retreat,"3757 Ararat-Halls Gap Rd, Pomonal VIC 3381, Australia",4.9,STAWELL
Grampians Pioneer Cottages,"58 Pioneer Ln, Halls Gap VIC 3381, Australia",4.9,STAWELL
Aurora Manor Rooms,"302 Tunnel Rd, Pomonal VIC 3381, Australia",4.0,STAWELL
Pomonal Cottages Grampians,"3445 Ararat-Halls Gap Rd, Pomonal VIC 3381, Australia",4.6,STAWELL
Grampians Getaway,"5 Trajul Rd, Halls Gap VIC 3381, Australia",4.9,STAWELL
DULC,"Thryptomene Ct, Halls Gap VIC 3381, Australia",4.8,STAWELL
Boroka Downs,"51 Birdswing Rd, Halls Gap VIC 3381, Australia",4.9,STAWELL
Halls Haven,"2103 Grampians Rd, Halls Gap VIC 3381, Australia",4.6,STAWELL
Mountain View Motor Inn & Holiday Lodges,"4236 Ararat-Halls Gap Rd, Halls Gap VIC 3381, Australia",4.5,STAWELL
Rydges St Kilda,"35-37 Fitzroy St, St Kilda VIC 3182, Australia",3.8,ST KILDA
Redan Apartments,"25 Redan St, St Kilda VIC 3182, Australia",1.8,ST KILDA
Easystay Bayside Motel,"63 Fitzroy St, St Kilda VIC 3182, Australia",3.1,ST KILDA
Tolarno Hotel,"42 Fitzroy St, St Kilda VIC 3182, Australia",4.0,ST KILDA
Windows on Barkly Restaurant - Crest Hotel,"47 Barkly St, St Kilda VIC 3182, Australia",3.8,ST KILDA
Quest St Kilda Bayside,"1 Eildon Rd, St Kilda VIC 3182, Australia",4.1,ST KILDA
Amazing Accommodations St Kilda Melbourne,"1A St Kilda Rd, St Kilda VIC 3182, Australia",3.9,ST KILDA
Cosmopolitan Hotel,"6 Carlisle St, St Kilda VIC 3182, Australia",4.0,ST KILDA
Adina Apartment Hotel St Kilda Melbourne,"157 Fitzroy St, St Kilda VIC 3182, Australia",4.1,ST KILDA
The Hamptons Apartments - St Kilda Apartment Hotel,"154 Chapel St, St Kilda VIC 3182, Australia",0.0,ST KILDA
Beaufort Motel,"18 Neill St, Beaufort VIC 3373, Australia",4.3,BEAUFORT
Beaufort Hotel,"23 Pratt St, Beaufort VIC 3373, Australia",4.4,BEAUFORT
Golden Age Hotel,"11 Havelock St, Beaufort VIC 3373, Australia",4.1,BEAUFORT
Beaufort Lake Caravan Park,"39 Park Rd, Beaufort VIC 3373, Australia",4.1,BEAUFORT
Eurambeen Historic Homestead and Gardens,"232 Eurambeen-Streatham Rd, Beaufort VIC 3373, Australia",4.6,BEAUFORT
Mount Cole Cottages,"11 Frees Point Rd, Raglan VIC 3373, Australia",4.8,BEAUFORT
Pyrenees Hotel Lexton,"39 Williamson St, Lexton VIC 3352, Australia",4.5,BEAUFORT
Snake Valley The Royal Hotel,"886 Linton - Carrignham R, Snake Valley VIC 3351, Australia",4.3,BEAUFORT
Valdara Rustic Farmstay,"8 Dundas St, Raglan VIC 3373, Australia",4.3,BEAUFORT
Blue House at Mountainside Wines,"197 Mount Cole Rd, Mount Cole VIC 3377, Australia",5.0,BEAUFORT
Ruby's Queenscliff,"2 St Andrews St, Queenscliff VIC 3225, Australia",4.3,QUEENSCLIFF
Circa 1902 Queenscliff Restaurant accommodation Perfumery,"59 Hesse St, Queenscliff VIC 3225, Australia",4.3,QUEENSCLIFF
Vue Grand,"46 Hesse St, Queenscliff VIC 3225, Australia",3.9,QUEENSCLIFF
Cobb & Co Lodge,"37 Learmonth St, Queenscliff VIC 3225, Australia",3.2,QUEENSCLIFF
Boat Ramp Motel,"Boat Ramp Motel, 14-18 Guthridge St, Ocean Grove VIC 3226, Australia",4.0,QUEENSCLIFF
Athelstane House,"4 Hobson St, Queenscliff VIC 3225, Australia",4.7,QUEENSCLIFF
Ozone Hotel,"42 Gellibrand St, Queenscliff VIC 3225, Australia",5.0,QUEENSCLIFF
Point Lonsdale Guest House,"31 Point Lonsdale Rd, Point Lonsdale VIC 3225, Australia",4.3,QUEENSCLIFF
Point Lonsdale Holiday Apartments,"2 Jordan Rd, Point Lonsdale VIC 3225, Australia",4.6,QUEENSCLIFF
Seaview House,"86 Hesse St, Queenscliff VIC 3225, Australia",4.4,QUEENSCLIFF
Benambra Bed & Breakfast,"15 Hesse St, Queenscliff VIC 3225, Australia",4.4,QUEENSCLIFF
Queenscliff Tourist Parks,"134 Hesse St, Queenscliff VIC 3225, Australia",4.4,QUEENSCLIFF
Springhill House on Pardalote,"1/13 Pardalote Cl, Queenscliff VIC 3225, Australia",4.7,QUEENSCLIFF
BIG4 Beacon Resort Queenscliff,"78 Bellarine Hwy, Queenscliff VIC 3225, Australia",4.7,QUEENSCLIFF
Ocean Grove Hotel,"175 Bonnyvale Rd, Ocean Grove VIC 3226, Australia",4.0,QUEENSCLIFF
Moody's Motel,"2867 Point Nepean Rd, Blairgowrie VIC 3942, Australia",4.1,QUEENSCLIFF
Riverside Ocean Grove,"64 Wallington Rd, Ocean Grove VIC 3226, Australia",4.0,QUEENSCLIFF
Lon Retreat & Spa,"25 Gill Rd, Point Lonsdale VIC 3225, Australia",4.7,QUEENSCLIFF
Surfside Ocean Grove Motel and Cabins,"175 Bonnyvale Rd, Ocean Grove VIC 3226, Australia",3.7,QUEENSCLIFF
Suma Park,"2121/2258 Bellarine Hwy, Marcus Hill VIC 3225, Australia",4.2,QUEENSCLIFF
Opal Motel,"155 S Gippsland Hwy, Leongatha VIC 3953, Australia",3.4,LEONGATHA
Leongatha Motel,"18 Turner St, Leongatha VIC 3953, Australia",2.6,LEONGATHA
Coal Creek Motel,"8444 S Gippsland Hwy, Korumburra VIC 3950, Australia",3.6,LEONGATHA
Meeniyan Motel,"119-129 Whitelaw St, Meeniyan VIC 3956, Australia",3.7,LEONGATHA
1st T Motel,"18 Galvins Rd, Mirboo North VIC 3871, Australia",4.5,LEONGATHA
Motel on A'Beckett,"24 Abeckett St, Inverloch VIC 3996, Australia",4.8,LEONGATHA
Inverloch Cabins,"18 Williams St, Inverloch VIC 3996, Australia",4.4,LEONGATHA
Inverloch Central Motor Inn,"32-34 Abeckett St, Inverloch VIC 3996, Australia",4.4,LEONGATHA
Inverloch Motel,"39 Powlett St, Inverloch VIC 3996, Australia",4.3,LEONGATHA
Venus Bay Eco Retreat,"802 Lees Rd, Venus Bay VIC 3956, Australia",5.0,LEONGATHA
Beilby By The Sea,"1 Beilby Ave, Inverloch VIC 3996, Australia",4.0,LEONGATHA
ValentineHills,"11 Roy St, Loch VIC 3945, Australia",0.0,LEONGATHA
Beach House Inverloch,"126 Surf Parade, Inverloch VIC 3996, Australia",4.8,LEONGATHA
DriftAway Inverloch,"130 Surf Parade, Inverloch VIC 3996, Australia",0.0,LEONGATHA
Hamilton Lakeside Motel,"22-24 Ballarat Rd, Hamilton VIC 3300, Australia",4.1,HAMILTON
Hamilton Townhouse Motel,"27 Shakespeare St, Hamilton VIC 3300, Australia",4.6,HAMILTON
Bandicoot Motor Inn,"152 Ballarat Rd, Hamilton VIC 3300, Australia",4.2,HAMILTON
Hamilton Lonsdale Motel,"110 Lonsdale St, Hamilton VIC 3300, Australia",4.5,HAMILTON
AAt 28 Goldsmith Motel Hamilton,"28 Goldsmith St, Hamilton VIC 3300, Australia",4.2,HAMILTON
Lake Hamilton Motor Village and Caravan Park,"8 Ballarat Rd, Hamilton VIC 3300, Australia",4.3,HAMILTON
Evancourt Motel,"1015/1019 Princes Hwy Service Rd, Malvern East VIC 3145, Australia",3.0,MALVERN
Hawthorn Gardens Serviced Apartments,"750 Toorak Rd, Hawthorn East VIC 3123, Australia",4.0,MALVERN
Deco Family House,"1496 Malvern Rd, Glen Iris VIC 3146, Australia",4.5,MALVERN
Kimberley Gardens Hotel,"441 Inkerman St, St Kilda East VIC 3183, Australia",4.4,MALVERN
The Sebel Melbourne Malvern,"803 Dandenong Rd, Malvern VIC 3145, Australia",4.4,MALVERN
Seaside Home,"35 Shelley St, Elwood VIC 3184, Australia",4.7,MALVERN
Quest Hawthorn,"616 Glenferrie Rd, Hawthorn VIC 3122, Australia",4.1,MALVERN
Richmond Hill Hotel,"353 Church St, Richmond VIC 3121, Australia",3.9,MALVERN
Amity Apartment Hotels,"27-29 Claremont St, South Yarra VIC 3141, Australia",4.4,MALVERN
Carnegie Motor Inn,"1102 Dandenong Rd, Carnegie VIC 3163, Australia",3.0,MALVERN
Camberwell Serviced Apartment Hotel,"85 Camberwell Rd, Hawthorn East VIC 3123, Australia",4.2,MALVERN
Hotel Claremont Guesthouse,"189 Toorak Rd, South Yarra VIC 3141, Australia",4.0,MALVERN
Redan Apartments,"25 Redan St, St Kilda VIC 3182, Australia",1.8,MALVERN
Element Melbourne Richmond,"588 Swan St, Richmond VIC 3121, Australia",4.7,MALVERN
Espresso Apartments,"103/490 Dandenong Rd, Caulfield North VIC 3162, Australia",4.8,MALVERN
Toorak Manor,"220 Williams Rd, Melbourne VIC 3142, Australia",3.5,MALVERN
Cosmopolitan Hotel,"6 Carlisle St, St Kilda VIC 3182, Australia",4.0,MALVERN
College Lawn Hotel,"36 Greville St, Prahran VIC 3181, Australia",4.3,MALVERN
Sixty Two On Grey,"62 Grey St, St Kilda VIC 3182, Australia",3.8,MALVERN
SoYa Apartment Hotel,"4 Darling St, South Yarra VIC 3141, Australia",4.6,MALVERN
Jolly Swagman Motor Inn Euroa,"28 Clifton St, Euroa VIC 3666, Australia",4.4,EUROA
Euroa Motor Inn,"87-95 Tarcombe St, Euroa VIC 3666, Australia",4.7,EUROA
Castle Creek Motel,"53 Clifton St, Euroa VIC 3666, Australia",4.7,EUROA
Ellen Frances Hotel-Motel,"16 Cowslip St, Violet Town VIC 3669, Australia",3.8,EUROA
Euroa Caravan Park,"73-103 Kirkland Ave, Euroa VIC 3666, Australia",4.5,EUROA
MAGGIES LANE BARN HOUSE,"42 Maggies Ln, Ruffy VIC 3666, Australia",0.0,EUROA
Torquay Foreshore Caravan Park,"35 Bell St, Torquay VIC 3228, Australia",4.1,TORQUAY
Bellbrae Motel,"20 School Rd, Torquay VIC 3228, Australia",4.3,TORQUAY
Surf City Motel,"35 The Esplanade, Torquay VIC 3228, Australia",3.8,TORQUAY
Torquay Tropicana Motel,"2 Grossmans Rd, Torquay VIC 3228, Australia",4.3,TORQUAY
Wyndham Resort Torquay,"100 The Esplanade, Torquay VIC 3228, Australia",4.0,TORQUAY
Torquay Hotel,"36 Bell St, Torquay VIC 3228, Australia",3.9,TORQUAY
Beachfront Resort Torquay,"100A The Esplanade, Torquay VIC 3228, Australia",3.7,TORQUAY
Torquay Holiday Park,"55 Surf Coast Hwy, Torquay VIC 3228, Australia",4.2,TORQUAY
Boat Ramp Motel,"Boat Ramp Motel, 14-18 Guthridge St, Ocean Grove VIC 3226, Australia",4.0,TORQUAY
Bell Street Apartments Torquay,"7 Bell St, Torquay VIC 3228, Australia",0.0,TORQUAY
RACV Torquay Resort,"1 Great Ocean Rd, Torquay VIC 3228, Australia",4.5,TORQUAY
Golden Palms Motel,"234 Torquay Rd, Grovedale VIC 3216, Australia",4.0,TORQUAY
On The Esplanade,"119 The Esplanade, Torquay VIC 3228, Australia",0.0,TORQUAY
The Abbotswood Motor Inn,"308-310 High St, Belmont VIC 3216, Australia",3.7,TORQUAY
Bells Beach Backpackers,"51-53 Surf Coast Hwy, Torquay VIC 3228, Australia",4.5,TORQUAY
Onshore Torquay,"100 The Esplanade, Torquay VIC 3228, Australia",4.4,TORQUAY
Peppers The Sands Torquay,"2 Sands Boulevarde, Torquay VIC 3228, Australia",4.2,TORQUAY
Aristocrat Waurnvale Motel,"90 Waurn Ponds Dr, Waurn Ponds VIC 3216, Australia",4.0,TORQUAY
Bancoora Inn Traditional Ryokan,"291 Breamlea Rd, Connewarre VIC 3227, Australia",5.0,TORQUAY
Whitesbeach Guesthouse,"1335 Horseshoe Bend Rd, Torquay VIC 3228, Australia",4.8,TORQUAY
Paddle Steamer Motel,"5563 Murray Valley Hwy, Swan Hill VIC 3585, Australia",4.4,SWAN HILL
Jane Eliza Motor Inn,"263 Campbell St, Swan Hill VIC 3585, Australia",4.3,SWAN HILL
Sun Centre Motel,"491 Campbell St, Swan Hill VIC 3585, Australia",3.7,SWAN HILL
Lazy River Motor Inn,"188 Murray Valley Hwy, Swan Hill VIC 3585, Australia",3.7,SWAN HILL
Murray River Motel,"481 Campbell St, Swan Hill VIC 3585, Australia",4.2,SWAN HILL
Pioneer Station Motor Inn,"421 Campbell St, Swan Hill VIC 3585, Australia",3.6,SWAN HILL
Paruna Motel,"386 Campbell St, Swan Hill VIC 3585, Australia",4.4,SWAN HILL
Best Western Burke and Wills Motor Inn,"370 Campbell St, Swan Hill VIC 3585, Australia",4.5,SWAN HILL
Jacaranda Motel & Holiday Units,"179 Curlewis St, Swan Hill VIC 3585, Australia",4.1,SWAN HILL
Australian Settlers Motor Inn,"354 Campbell St, Swan Hill VIC 3585, Australia",4.4,SWAN HILL
Lady Augusta Swan Hill,"375 Campbell St, Swan Hill VIC 3585, Australia",4.7,SWAN HILL
Hilltop Resort,"Murray Valley Hwy, Swan Hill VIC 3585, Australia",3.5,SWAN HILL
Lake Boga Caravan Park,"153 Murray Valley Hwy, Lake Boga VIC 3584, Australia",4.3,SWAN HILL
Tallangatta Motor Inn,"1 Akuna Ave, Tallangatta VIC 3700, Australia",3.7,TALLANGATTA
Crystal Fountain Motel,"410 Wagga Rd, Lavington NSW 2641, Australia",4.1,TALLANGATTA
Fountain Court Motor Inn,"568 David St, Albury NSW 2640, Australia",4.0,TALLANGATTA
Winsor Park Motor Inn,"471 Young St, Albury NSW 2640, Australia",4.6,TALLANGATTA
