tourist_site_name,tourist_site_address,tourist_site_rating,tourist_site_city
Rosina drive Park,"30 Rosina Dr, Melton VIC 3337, Australia",0.0,MELTON
Mildura Station Homestead,"278A Cureton Ave, Mildura VIC 3500, Australia",4.2,MELTON
Langtree Hall Museum,"79 Walnut Ave, Mildura VIC 3500, Australia",4.5,MELTON
Mildura Arts Centre,"199 Cureton Ave, Mildura VIC 3500, Australia",4.5,MELTON
Buronga Wetlands,"Buronga NSW 2739, Australia",3.9,MELTON
RAAF Memorial and Museum,"31 Alan Mathews Dr, Mildura VIC 3500, Australia",4.2,MELTON
Mildura Visitor Information and Booking Centre,"180-190 Deakin Ave, Mildura VIC 3500, Australia",4.5,MELTON
Pioneer monument,"203 Deakin Ave, Mildura VIC 3500, Australia",0.0,MELTON
Lock Island,"Mildura VIC 3500, Australia",4.4,MELTON
Sunraysia Tourism,"246/248 Eighth St, Mildura VIC 3500, Australia",1.0,MELTON
Twelfth Reserve,"Twelfth St, Mildura VIC 3500, Australia",0.0,MELTON
War Memorial,"123 Seventh St, Mildura VIC 3500, Australia",5.0,MILDURA
MRCC Green Pines Park,"Muscat Court, Mildura VIC 3500, Australia",4.1,MILDURA
The Castle Mildura,"28 Anthony St, Mildura VIC 3500, Australia",5.0,MILDURA
Murray River Golf Retreats,"15 Dockside Dr, Mildura VIC 3500, Australia",0.0,MILDURA
Mildura Rowing Club Lawns,"Mildura VIC 3500, Australia",4.6,MILDURA
Woodsies Gem Shop,"516 Cureton Ave, Nichols Point VIC 3501, Australia",4.7,MILDURA
Australian Inland Botanic Gardens,"1183 River Rd, Buronga NSW 2739, Australia",4.1,MILDURA
Memorial Clock Tower,"84 Deakin Ave, Mildura VIC 3500, Australia",0.0,MILDURA
Mildura Paddle Steamers,"Hugh King Dr, Mildura VIC 3500, Australia",4.5,MILDURA
Park for Play,"Mildura VIC 3500, Australia",4.5,MILDURA
Broadford and District Historical Society,"120 High St, Broadford VIC 3658, Australia",4.0,MILDURA
Broadford Skate Park,"152 High St, Broadford VIC 3658, Australia",4.0,MILDURA
Prospect Hill,"567-571 Broadford-Kilmore Rd, Broadford VIC 3658, Australia",0.0,MILDURA
Broadford Common,"Unit 3/3-5 Murchison St, Broadford VIC 3658, Australia",5.0,MILDURA
Murchison Gap Lookout,"Murchison Spur Rd, Reedy Creek VIC 3658, Australia",4.6,MILDURA
Mount Piper Conservation Reserve,"LOT 71, LOT 71 Mount Piper Ln, Broadford VIC 3658, Australia",4.5,MILDURA
Colin Officer Flora Reserve,"Horwood Rd, Broadford VIC 3658, Australia",4.4,MILDURA
Northern Tree Solutions,"21 Stafford St, Broadford VIC 3658, Australia",5.0,MILDURA
Tallarook State Forest,"Main Rd, Tallarook VIC 3659, Australia",4.9,MILDURA
Broadford Cemetery Reserve,"77 Piper St, Broadford VIC 3658, Australia",4.0,MILDURA
Vietnam Veterans Commemorative Walk,"High St, Seymour VIC 3660, Australia",4.7,BROADFORD
Seymour Bushland Reserve,"9088 Goulburn Valley Hwy, Seymour VIC 3660, Australia",4.6,BROADFORD
Army Tank Museum,"Herakleion Parade, Puckapunyal VIC 3662, Australia",4.7,BROADFORD
Hanging Rock,"139 S Rock Rd, Woodend VIC 3442, Australia",4.6,BROADFORD
Royal Botanic Gardens Victoria - Melbourne Gardens,"Birdwood Ave, South Yarra VIC 3141, Australia",4.8,BROADFORD
Funfields Themepark,"2365 Plenty Rd, Whittlesea VIC 3757, Australia",4.4,BROADFORD
Kinglake National Park,"Masons Falls Rd, Kinglake West VIC 3757, Australia",4.4,BROADFORD
Broadford Hotel,"100 High St, Broadford VIC 3658, Australia",4.3,BROADFORD
Woodend Visitor Information Centre,"High St, Woodend VIC 3442, Australia",4.4,BROADFORD
Commercial Hotel Broadford,"31 High St, Broadford VIC 3658, Australia",4.2,BROADFORD
Kennedy Park Thompsons Beach,"Cobram VIC 3644, Australia",4.6,BROADFORD
Federation Park,"68 Punt Rd, Cobram VIC 3644, Australia",4.7,BROADFORD
The Log Cabin,"30 Dillon St, Cobram VIC 3644, Australia",4.0,BROADFORD
Cobram Showgrounds Apex Reserve,"Doug Robinson Dr, Cobram VIC 3644, Australia",4.1,BROADFORD
Murray Valley Regional Park - Barooga,"Barooga-Cobram Rd, Barooga NSW 3644, Australia",5.0,BROADFORD
Quinns Island,"River Rd, Cobram VIC 3644, Australia",4.7,BROADFORD
Cobram Beach,"Cobram East VIC 3644, Australia",0.0,BROADFORD
Mivo Park,"Cobram VIC 3644, Australia",4.2,BROADFORD
Little Toms Beach,"Cobram VIC 3644, Australia",4.8,BROADFORD
Wattletree Beach,"120 River Rd, Cobram VIC 3644, Australia",5.0,BROADFORD
Dead River Beach,"Cobram VIC 2714, Australia",4.4,COBRAM
Cobram Therapeutic Centre,"16A Bank St, Cobram VIC 3644, Australia",4.0,COBRAM
Barooga Botanic Gardens,"Botanic Gardens, Barooga NSW 3644, Australia",4.6,COBRAM
Horseshoe Bend Camping area,"Cobram VIC 3644, Australia",4.2,COBRAM
Cobba Paddleboat Cruises,"Rockarama Rd, Cobram VIC 3644, Australia",4.3,COBRAM
Murray Valley National Park - Cottadidda,"Barooga NSW 3644, Australia",0.0,COBRAM
Helloworld Travel Cobram,"48 Bank St, Cobram VIC 3644, Australia",4.8,COBRAM
Cactus Country,"4986 Murray Valley Hwy, Strathmerton VIC 3641, Australia",4.6,COBRAM
The Big Murray Cod,"Tocumwal NSW 2714, Australia",4.4,COBRAM
Murray Valley Regional Park,"Barooga NSW 3644, Australia",0.0,COBRAM
Napier Park,"25 Torwood Ave, Glen Waverley VIC 3150, Australia",4.3,COBRAM
Bushy Park Wetlands,"880A Highbury Rd, Glen Waverley VIC 3150, Australia",4.4,COBRAM
Glen Waverley North Reserve,"5-11 Madeline St, Glen Waverley VIC 3150, Australia",4.4,COBRAM
Jells Park,"Jells Rd, Wheelers Hill VIC 3150, Australia",4.6,COBRAM
Valley Reserve,"80 Waimarie Dr, Mount Waverley VIC 3149, Australia",4.6,COBRAM
Brandon Park Reserve,"645 Ferntree Gully Rd, Glen Waverley VIC 3150, Australia",4.1,COBRAM
Waverley Road Basin,"Scotchmans Creek Trail, Mount Waverley VIC 3149, Australia",4.6,COBRAM
Regent Street Reserve,"46 Regent St, Mount Waverley VIC 3149, Australia",4.3,COBRAM
Yanigin Drive Reserve,"811-813 High St Rd, Glen Waverley VIC 3150, Australia",0.0,COBRAM
Bird Hide,"Glen Waverley VIC 3150, Australia",4.5,COBRAM
ANZAC Labyrinth,"Unit 1/65 Nottingham St, Glen Waverley VIC 3150, Australia",0.0,GLEN WAVERLEY
Lindwall Street Reserve,"166 Springvale Rd, Glen Waverley VIC 3150, Australia",4.0,GLEN WAVERLEY
Larpent Reserve,"Glen Waverley VIC 3150, Australia",4.2,GLEN WAVERLEY
Fairway Reserve,"Mount Waverley VIC 3149, Australia",4.3,GLEN WAVERLEY
War memorial,"Glen Waverley VIC 3150, Australia",0.0,GLEN WAVERLEY
Whites Lane Reserve,"Whites Ln, Glen Waverley VIC 3150, Australia",2.0,GLEN WAVERLEY
Playground,"77-81 Hinkler Rd E, Glen Waverley VIC 3150, Australia",4.3,GLEN WAVERLEY
Ironbark Forest,"35A Bunker Cres, Glen Waverley VIC 3150, Australia",0.0,GLEN WAVERLEY
Crabapple Close Reserve,"650 Highbury Rd, Glen Waverley VIC 3150, Australia",0.0,GLEN WAVERLEY
Callaghan Avenue Reserve,"31 Callaghan Ave, Glen Waverley VIC 3150, Australia",4.4,GLEN WAVERLEY
Moonee Ponds Big Pineapple,"35 Norwood Cres, Moonee Ponds VIC 3039, Australia",0.0,GLEN WAVERLEY
Queens Park,"Mt Alexander Rd &, Kellaway Ave, Moonee Ponds VIC 3039, Australia",4.6,GLEN WAVERLEY
Maribyrnong Park,"Moonee Ponds VIC 3039, Australia",4.5,GLEN WAVERLEY
Winx Statue,"1 McPherson St, Moonee Ponds VIC 3039, Australia",0.0,GLEN WAVERLEY
Queens Park War Memorial,"3 Kellaway Ave, Moonee Ponds VIC 3039, Australia",4.6,GLEN WAVERLEY
Helloworld Travel Moonee Ponds,"136 Puckle St, Moonee Ponds VIC 3039, Australia",3.9,GLEN WAVERLEY
public toilet,"776 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",2.0,GLEN WAVERLEY
Fairbairn Park,"Newsom Street &, Woods St, Ascot Vale VIC 3032, Australia",4.3,GLEN WAVERLEY
Clarinda Park,"Clarinda Rd, Essendon VIC 3040, Australia",4.5,GLEN WAVERLEY
Mighty Moonee Ponds,"690-694 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",3.6,GLEN WAVERLEY
Grandview Street Reserve,"5 Grandview St, Moonee Ponds VIC 3039, Australia",5.0,MOONEE PONDS
Essendon Historical Society,"768 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",4.5,MOONEE PONDS
Kings Domain,"Alexandra Ave, Melbourne VIC 3004, Australia",4.6,MOONEE PONDS
Riverside Park,"The Blvd, Essendon West VIC 3040, Australia",4.6,MOONEE PONDS
Clifton Park,"Aberfeldie VIC 3040, Australia",4.1,MOONEE PONDS
Montgomery Reserve,"Lawson St, Essendon VIC 3040, Australia",4.1,MOONEE PONDS
Debney's Park,"Flemington VIC 3031, Australia",4.0,MOONEE PONDS
Aberfeldie Park,"20 Corio St, Aberfeldie VIC 3040, Australia",4.5,MOONEE PONDS
The watcher,"75 Valley Lake Blvd, Keilor East VIC 3033, Australia",4.3,MOONEE PONDS
Maribyrnong River Cruises,"1 Maribyrnong St, Footscray VIC 3011, Australia",4.6,MOONEE PONDS
Caledonian Park,"Caledonian Park, Ballan VIC 3342, Australia",4.3,MOONEE PONDS
Dome House,"Ballan VIC 3342, Australia",0.0,MOONEE PONDS
Myrniong Avenue of honor,"436 Old Western Hwy, Myrniong VIC 3341, Australia",4.8,MOONEE PONDS
Ballan Mineral Spring,"Ballan VIC 3342, Australia",3.5,MOONEE PONDS
St. Anne's Vineyards,"64 Garrards Ln, Myrniong VIC 3341, Australia",4.9,MOONEE PONDS
Mill Park,"Mill Park Rd, Ballan VIC 3342, Australia",4.0,MOONEE PONDS
Werribee Gorge State Park,"204 Myers Rd, Pentland Hills VIC 3341, Australia",4.7,MOONEE PONDS
Cartier World Travel,"116C Inglis St, Ballan VIC 3342, Australia",4.8,MOONEE PONDS
Moorabool Falls,"Harris Rd, Lal Lal VIC 3352, Australia",4.4,MOONEE PONDS
Werribee Gorge Western Lookout,"Ingliston VIC 3342, Australia",4.7,MOONEE PONDS
Sovereign Hill,"Bradshaw St, Golden Point VIC 3350, Australia",4.5,BALLAN
The Strawberry Forest,"276 The Ave Of Honour, Bacchus Marsh VIC 3340, Australia",4.3,BALLAN
Lerderderg State Park,"Lerderderg Gorge Rd, Bacchus Marsh VIC 3340, Australia",4.7,BALLAN
Fairy Park,"C141/2388 Ballan Rd, Anakie VIC 3213, Australia",4.3,BALLAN
Maddingley Park,"16 Taverner St, Maddingley VIC 3340, Australia",4.5,BALLAN
"Trentham Falls, Coliban River","Trentham Scenic Reserve Rd, Trentham VIC 3458, Australia",4.4,BALLAN
O'Briens Crossing,"Obriens Rd, Lerderderg VIC 3458, Australia",4.3,BALLAN
Kryal Castle,"121 Forbes Rd, Leigh Creek VIC 3352, Australia",4.2,BALLAN
Ballarat Information Centre,"Phoenix Building, 25 Armstrong St S, Ballarat Central VIC 3350, Australia",4.6,BALLAN
Ballarat Wildlife Park,"250 Fussell St, Ballarat East VIC 3350 (No entry on, Richards St), Ballarat East VIC 3350, Australia",4.5,BALLAN
Coburg Historical Society,"82 Bell St, Coburg VIC 3058, Australia",4.5,BALLAN
Coburg Lake Reserve,"Coburg North VIC 3058, Australia",4.6,BALLAN
Bridges Reserve,"Bell St, Coburg VIC 3058, Australia",4.3,BALLAN
Doug Hull Adventure Park,"Carr St, Coburg North VIC 3058, Australia",4.5,BALLAN
De Chene Reserve,"193 Urquhart St, Coburg VIC 3058, Australia",4.3,BALLAN
Harmony Park,"187-195 Gaffney St, Coburg VIC 3058, Australia",4.4,BALLAN
Pentridge,"1 Champ St, Coburg VIC 3058, Australia",4.3,BALLAN
Campbell Reserve,"11-49 Moreland Rd, Coburg VIC 3058, Australia",4.2,BALLAN
Gilmour Park,"Coburg VIC 3058, Australia",4.8,BALLAN
Robinson Reserve,"28 McPherson St, Coburg VIC 3058, Australia",4.4,BALLAN
Extent Heritage,"13/240 Sydney Rd, Coburg VIC 3058, Australia",5.0,COBURG
Bowden Reserve,"Coburg VIC 3058, Australia",4.6,COBURG
Coburg Garden,"28 Loch St, Coburg VIC 3058, Australia",0.0,COBURG
Coburg Bush Reserve,"227 Bell St, Coburg VIC 3058, Australia",4.4,COBURG
Egan Reserve,"34-36 Strettle St, Thornbury VIC 3071, Australia",4.6,COBURG
Parker Reserve,"Coburg North VIC 3058, Australia",4.4,COBURG
Destination Travel Centre,"646 Sydney Rd, Coburg VIC 3058, Australia",3.4,COBURG
McDonald Reserve,"Coburg VIC 3058, Australia",4.5,COBURG
Piranha Park,"Coburg VIC 3058, Australia",3.9,COBURG
Off Leash Area - Dog,"Coburg VIC 3058, Australia",4.7,COBURG
Peninsula Gardens Bushland Reserve.,"349 Jetty Rd, Rosebud VIC 3939, Australia",3.9,COBURG
Rosebud Foreshore Playground,"Point Nepean Rd & Jetty Rd, Rosebud VIC 3939, Australia",4.6,COBURG
Rosebud War Memorial,"Rosebud VIC 3939, Australia",0.0,COBURG
McCrae Lighthouse,"676 Point Nepean Rd, McCrae VIC 3938, Australia",4.4,COBURG
Rosebud Beach,"1705 Point Nepean Rd, Capel Sound VIC 3940, Australia",4.7,COBURG
Carrington Caravan Park,"110 Elizabeth Dr., Rosebud VIC 3939, Australia",4.6,COBURG
Old Cape Schank Road Bushland Reserve.,"93-97 Old Cape Schanck Rd, Rosebud VIC 3939, Australia",4.3,COBURG
McCrae Foreshore Section 6 Park,"Unnamed Road, Rosebud VIC 3939, Australia",3.5,COBURG
Kings waterfalls,"Waterfall Gully Rd, Rosebud VIC 3939, Australia",4.5,COBURG
Rosebud Dog Park,"Leon Ave, Rosebud VIC 3939, Australia",4.1,COBURG
McCrae Homestead,"11 Beverley Rd, McCrae VIC 3938, Australia",4.3,ROSEBUD
Blue Range Estate Wines,"155 Gardens Rd, Rosebud VIC 3939, Australia",3.9,ROSEBUD
Seawinds Lookout,"Arthurs Seat VIC 3936, Australia",4.6,ROSEBUD
Jack Jennings Memorial Statue,"Rosebud VIC 3939, Australia",0.0,ROSEBUD
Arthurs Seat Eagle - Summit Station,"795 Arthurs Seat Rd, Arthurs Seat VIC 3936, Australia",4.5,ROSEBUD
Rosebud Beach,"Rosebud VIC 3939, Australia",4.4,ROSEBUD
Seawinds Gardens,"Purves Rd, Arthurs Seat VIC 3936, Australia",4.8,ROSEBUD
Enchanted Adventure Garden,"21 Purves Rd, Arthurs Seat VIC 3936, Australia",4.5,ROSEBUD
Leash free area,"Rosebud VIC 3939, Australia",4.6,ROSEBUD
Arthurs Seat Lookout,"791 Arthurs Seat Rd, Arthurs Seat VIC 3936, Australia",4.6,ROSEBUD
Castlemaine Botanical Gardens,"Botanical Gardens, 2 Walker St, Castlemaine VIC 3450, Australia",4.7,ROSEBUD
Castlemaine Art Museum,"14 Lyttleton St, Castlemaine VIC 3450, Australia",4.5,ROSEBUD
Buda Historic Home & Garden,"42 Hunter St, Castlemaine VIC 3450, Australia",4.5,ROSEBUD
Victorian Goldfields Railway - Castlemaine Station,"Platform 3 Kennedy St, Castlemaine VIC 3450, Australia",4.6,ROSEBUD
The Old Castlemaine Gaol - Tours & Events,"36-48 Bowden St, Castlemaine VIC 3450, Australia",4.1,ROSEBUD
Castlemaine Farmers Market,"Western Reserve, Forest St, Castlemaine VIC 3450, Australia",4.3,ROSEBUD
Castlemaine Anticlinal Fold Marker,"Castlemaine VIC 3450, Australia",4.3,ROSEBUD
Eureka Reef,"Chewton VIC 3451, Australia",4.9,ROSEBUD
Castlemaine Visitor Information Centre,"44 Mostyn St, Castlemaine VIC 3450, Australia",4.4,ROSEBUD
Victory park,"30 Mostyn St, Castlemaine VIC 3450, Australia",4.8,ROSEBUD
Big4 Castlemaine Gardens Holiday Park,"1 Doran Ave, Castlemaine VIC 3450, Australia",4.0,CASTLEMAINE
Garfield Water Wheel,"Leanganook Track, Chewton VIC 3451, Australia",4.3,CASTLEMAINE
Autoplex Castlemaine,"35 Etty St, Castlemaine VIC 3450, Australia",0.0,CASTLEMAINE
Travel & Cruise Castlemaine,"30/32 Lyttleton St, Castlemaine VIC 3450, Australia",0.0,CASTLEMAINE
WATTLE GULLY GOLD MINE,"Wattle Gully Rd, Chewton VIC 3451, Australia",3.6,CASTLEMAINE
Market building castlemaine,"44 Mostyn St, Castlemaine VIC 3450, Australia",0.0,CASTLEMAINE
Wattle Flat Recreation Reserve,"Richards Rd, Castlemaine VIC 3450, Australia",4.0,CASTLEMAINE
Golden Gullies Walk,"Vaughan VIC 3451, Australia",4.5,CASTLEMAINE
Dog Rocks,"Joseph Young Dr, Faraday VIC 3451, Australia",4.7,CASTLEMAINE
Port Fairy Lighthouse On Griffiths Island,"Port Fairy VIC 3284, Australia",4.5,CASTLEMAINE
National Trust of Australia (Victoria),"5 Sackville St, Port Fairy VIC 3284, Australia",0.0,CASTLEMAINE
The Port Fairy and Region Visitor Information Centre,"Railway Place, Bank St, Port Fairy VIC 3284, Australia",4.5,CASTLEMAINE
The Crags,"241 Crags Rd, Yambuk VIC 3285, Australia",4.5,CASTLEMAINE
Crags,"241 Crags Rd, Yambuk VIC 3285, Australia",0.0,CASTLEMAINE
Griffiths Island Reserve,"Griffith Island, Port Fairy VIC 3284, Australia",4.7,CASTLEMAINE
Port Fairy Holiday Park,"139 Princes Hwy, Port Fairy VIC 3284, Australia",4.6,CASTLEMAINE
Motts Cottage,"5 Sackville St, Port Fairy VIC 3284, Australia",5.0,CASTLEMAINE
Port Fairy Botanic Gardens,"Gipps St, Port Fairy VIC 3284, Australia",0.0,CASTLEMAINE
Hearn's Port Fairy Accommodation,"2/54 Sackville St, Port Fairy VIC 3284, Australia",4.3,CASTLEMAINE
The Waves - Port Fairy,"58 Ocean Dr, Port Fairy VIC 3284, Australia",4.4,CASTLEMAINE
Big4 Port Fairy Holiday Park,"115 Princes Hwy, Port Fairy VIC 3284, Australia",4.4,PORT FAIRY
Gardens Caravan Park Port Fairy,"111 Griffiths St, Port Fairy VIC 3284, Australia",4.3,PORT FAIRY
Gwens Lane,"32 Campbell St, Port Fairy VIC 3284, Australia",0.0,PORT FAIRY
Russell Clark Reserve,"Port Fairy VIC 3284, Australia",4.6,PORT FAIRY
Mulloka Cruises,"Moyne River, VIC, Australia",4.7,PORT FAIRY
Village Green,"Port Fairy VIC 3284, Australia",4.5,PORT FAIRY
Moyne Wharf Apartments Port Fairy,"21 Gipps St, Port Fairy VIC 3284, Australia",4.2,PORT FAIRY
Southcombe Caravan Park,"James St, Port Fairy VIC 3284, Australia",4.4,PORT FAIRY
Leckie Park,"Alexandra VIC 3714, Australia",4.2,PORT FAIRY
Alexandra Timber Tramway and Museum,"14 Station St, Alexandra VIC 3714, Australia",4.0,PORT FAIRY
McKenzie Flora Reserve,"Mt Pleasant Rd, Alexandra VIC 3714, Australia",4.4,PORT FAIRY
Rotary Park,"36 Grant St, Alexandra VIC 3714, Australia",4.3,PORT FAIRY
Lucky Mine Lookout,"Alexandra VIC 3714, Australia",3.9,PORT FAIRY
Green Street Gardens,"10 Green St, Alexandra VIC 3714, Australia",0.0,PORT FAIRY
Jack Shiel Garden,"33 Perkins St, Alexandra VIC 3714, Australia",4.5,PORT FAIRY
Alexandra Community Hub,"38A Downey St, Alexandra VIC 3714, Australia",0.0,PORT FAIRY
Binns McCraes Road Fishing Spot,"5/199 Binns Mccraes Rd, Alexandra VIC 3714, Australia",4.1,PORT FAIRY
Alexandra Tourist Park,"5016 Maroondah Hwy, Alexandra VIC 3714, Australia",4.1,PORT FAIRY
Goulburn Valley Fly Fishing Centre,"33 Myrtle St, Alexandra VIC 3714, Australia",4.9,PORT FAIRY
Galey MsGuided Fly Fishing,"150 Grant St, Alexandra VIC 3714, Australia",5.0,ALEXANDRA
Victorian Truck Drivers Memorial,"B340/36 Grant St, Alexandra VIC 3714, Australia",4.4,ALEXANDRA
Brooks River Reserve Campground,"3714/19 Brooks Cutting Rd, Alexandra VIC 3714, Australia",4.0,ALEXANDRA
Alexandra Shire Hall,"LOT 1 Perkins St, Alexandra VIC 3714, Australia",3.9,ALEXANDRA
Murrindindi Shire Council,"Perkins St, Alexandra VIC 3714, Australia",0.0,ALEXANDRA
Alexandra Race club,"1 Gordon St, Alexandra VIC 3714, Australia",4.2,ALEXANDRA
Idlewild Park Farm Accommodation,"5545 Maroondah Hwy, Koriella VIC 3714, Australia",0.0,ALEXANDRA
Landmark Embling,"54 Grant St, Alexandra VIC 3714, Australia",0.0,ALEXANDRA
Alexandra Uniting Church,"Downey St, Alexandra VIC 3714, Australia",5.0,ALEXANDRA
Greensborough Park,"Greensborough VIC 3088, Australia",4.3,ALEXANDRA
Greensborough War Memorial Park,"Henry St, Greensborough VIC 3088, Australia",4.3,ALEXANDRA
Grimshaw Street Park,"168 Grimshaw St, Greensborough VIC 3088, Australia",4.7,ALEXANDRA
Whatmough Park,"Diamond Creek Rd, Greensborough VIC 3088, Australia",4.3,ALEXANDRA
Brown's Reserve,"90 Albion Cres, Greensborough VIC 3088, Australia",4.6,ALEXANDRA
Poulter Reserve,"32 Poulter Ave, Greensborough VIC 3088, Australia",4.3,ALEXANDRA
Yando Street Reserve,"Greensborough VIC 3088, Australia",0.0,ALEXANDRA
Kalparrin Gardens,"Greensborough VIC 3088, Australia",4.3,ALEXANDRA
Simms Road Reserve,"Greensborough VIC 3088, Australia",4.0,ALEXANDRA
Gilmour Rise Reserve,"Banfield Terrace, Greensborough VIC 3088, Australia",4.3,ALEXANDRA
Anthony Beale Reserve,"277 St Helena Rd, St Helena VIC 3088, Australia",4.4,ALEXANDRA
Janefield Wetlands,"Unnamed Road, Bundoora VIC 3083, Australia",4.4,GREENSBOROUGH
McKenzie Court Reserve,"Greensborough VIC 3088, Australia",4.0,GREENSBOROUGH
Diamond Hills Reserve,"244 Plenty River Dr, Greensborough VIC 3088, Australia",4.5,GREENSBOROUGH
Eltham Duck Ponds,"829 Main Rd, Eltham VIC 3095, Australia",4.0,GREENSBOROUGH
gateway point,"Greensborough VIC 3088, Australia",3.0,GREENSBOROUGH
Plenty River Trail,"Plenty River Trail, Greensborough VIC 3088, Australia",5.0,GREENSBOROUGH
Pioneer Reserve,"8 St Helena Rd, Greensborough VIC 3088, Australia",2.5,GREENSBOROUGH
Eltham North Reserve,"132 Allendale Road, Eltham VIC 3095, Australia",4.5,GREENSBOROUGH
Montmorency Park,"83 Para Rd, Montmorency VIC 3094, Australia",4.4,GREENSBOROUGH
Sister Rocks,"Western Hwy, Stawell VIC 3380, Australia",4.1,GREENSBOROUGH
Stawell (Abattoirs Rd) N.F.R,"Playford St, Stawell VIC 3380, Australia",5.0,GREENSBOROUGH
Stawell Gift Hall of Fame,"LOT 19 Main St, Stawell VIC 3380, Australia",4.4,GREENSBOROUGH
Central Park,"10-18 Main St, Stawell VIC 3380, Australia",4.5,GREENSBOROUGH
Federation Park Wetland memorial,"2 Longfield St, Stawell VIC 3380, Australia",0.0,GREENSBOROUGH
Cato Park,"Stawell VIC 3380, Australia",4.5,GREENSBOROUGH
Big Hill Lookout,"Scenic Rd, Stawell VIC 3380, Australia",4.4,GREENSBOROUGH
Stawell Arboretum,"Big Hill Rd, Stawell VIC 3380, Australia",3.9,GREENSBOROUGH
Moonlight-cum-Magdala mine Historic Area,"Byrne St, Stawell VIC 3380, Australia",2.5,GREENSBOROUGH
Pleasant creek,"A8, Stawell VIC 3380, Australia",3.0,GREENSBOROUGH
London Bushland Reserve,"Stawell VIC 3380, Australia",2.5,GREENSBOROUGH
Stawell Racecourse,"Black Range Rd, Stawell VIC 3380, Australia",4.0,STAWELL
Bunjil's Shelter,"Bunjils Cave Rd, Black Range VIC 3381, Australia",4.3,STAWELL
J.J. Kingston Wildflower Sanctuary F.R.,"Crowlands Rd, Stawell VIC 3380, Australia",0.0,STAWELL
Illawarra H15 Bushland Reserve,"Morgan Road, Stawell VIC 3380, Australia",3.3,STAWELL
Federation Memorial,"Barnes St, Stawell VIC 3380, Australia",0.0,STAWELL
Deep Lead Flora and Fauna Reserve,"Deep Lead Rd, Deep Lead VIC 3385, Australia",3.5,STAWELL
Old Mine Site,"28 Moonlight St, Stawell VIC 3380, Australia",2.5,STAWELL
Reeves Hill Bushland Reserve,"Sweet Pen Paddock Road, Stawell VIC 3380, Australia",0.0,STAWELL
North Magdala Company Mine Historic Area,"Woods St, Stawell VIC 3380, Australia",2.5,STAWELL
St Kilda,"18 Jacka Blvd, St Kilda VIC 3182, Australia",4.8,STAWELL
Luna Park Melbourne,"18 Lower Esplanade, St Kilda VIC 3182, Australia",4.1,STAWELL
Great Wall of St Kilda,"Barkly St, St Kilda VIC 3182, Australia",5.0,STAWELL
St Kilda Botanical Gardens,"11 Herbert St, St Kilda VIC 3182, Australia",4.6,STAWELL
St Kilda Pier,"Pier Rd, St Kilda VIC 3182, Australia",4.6,STAWELL
Isaac Jacobs Memorial Fountain,"St Kilda Rd, Fitzroy St, St Kilda VIC 3182, Australia",3.0,STAWELL
O'Donnell Gardens,"St Kilda VIC 3182, Australia",4.3,STAWELL
Palais Theatre.,"Lower Esplanade, St Kilda VIC 3182, Australia",4.5,STAWELL
The Reflection Pond,"St Kilda VIC 3182, Australia",5.0,STAWELL
St Kilda Adventure Playground,"Neptune St, St Kilda VIC 3182, Australia",4.6,STAWELL
St Kilda West Beach,"St Kilda West VIC 3182, Australia",4.6,STAWELL
Eildon Mansion,"51 Grey St, St Kilda VIC 3182, Australia",4.3,ST KILDA
St Kilda Esplanade Market,"The Esplanade, St Kilda VIC 3182, Australia",4.3,ST KILDA
Catani Archway,"Jacka Blvd, St Kilda VIC 3182, Australia",4.4,ST KILDA
Catani Gardens,"Beaconsfield Parade, St Kilda West VIC 3182, Australia",4.4,ST KILDA
St Kilda Breakwater,"Victoria, Australia",4.6,ST KILDA
St Kilda Street Bridge,"St Kilda St, Elwood VIC 3184, Australia",4.3,ST KILDA
Ornamental Pond,"11 Herbert St, St Kilda VIC 3182, Australia",5.0,ST KILDA
Jim Duggan Reserve,"Bath St, St Kilda VIC 3182, Australia",4.4,ST KILDA
St Kilda Skate Park,"Marine Parade, St Kilda VIC 3182, Australia",4.6,ST KILDA
Beaufort Band Rotunda,"12-14 Havelock St, Beaufort VIC 3373, Australia",4.3,ST KILDA
Beaufort South Bushland Reserve,"Haywards Ln, Beaufort VIC 3373, Australia",0.0,ST KILDA
Snowgums Bushland Reserve,"Racecourse Rd, Beaufort VIC 3373, Australia",0.0,ST KILDA
Beaufort Community Resource Centre,"72 Neill St, Beaufort VIC 3373, Australia",4.7,ST KILDA
Beaufort Memorial Rose Garden,"32-34 Willoby St, Beaufort VIC 3373, Australia",4.3,ST KILDA
Beaufort RV Park,"Beaufort VIC 3373, Australia",0.0,ST KILDA
Lake Goldsmith Steam & Vintage Rally,"Carngham-Lake Goldsmith Rd, Lake Goldsmith VIC 3373, Australia",4.8,ST KILDA
Mount Buangor State Park,"Middle Creek Walk, Raglan VIC 3373, Australia",4.7,ST KILDA
Black Lake W.R,"Stockyard Hill Rd, Stockyard Hill VIC 3373, Australia",5.0,ST KILDA
Beaufort Gravel Reserve,"Trawalla-Waterloo Rd, Waterloo VIC 3373, Australia",0.0,ST KILDA
Waterloo Bushland Reserve,"Baths Rd, Waterloo VIC 3373, Australia",3.5,ST KILDA
